label.notSecureHeader; Web View; Web visning; {alfresco/site-webscripts/org/alfresco/components/dashlets/webview.get.properties}label.notSecureHeader;;;
label.notSecurePage; The domain of the page to display is not listed as a trusted domain inside your server's IFramePolic; Dom\u00e6net for siden der skal vises er ikke opsat som et betroet dom\u00e6ne i serverens IFramePol; {alfresco/site-webscripts/org/alfresco/components/dashlets/webview.get.properties}label.notSecurePage;;;
label.notifications; Notifications; Notifikationer; {alfresco/site-webscripts/org/alfresco/components/profile/user-notifications.get.properties}label.notifications;;;
label.notifications; Recieve notification emails from this site; Modtag notifikationsemails fra dette site; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}label.notifications;;;
label.notifications.off; Notification emails are disabled from this site; Notifikationsemails er deaktiveret for dette site; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}label.notifications.off;;;
label.notifications.on; Notification emails are enabled from this site; Notifikationsemails er aktiveret for dette site; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}label.notifications.on;;;
label.nousers; No users; Ingen brugere; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}label.nousers;;;
label.ok; OK; Ok; {alfresco/messages/slingshot.properties}label.ok;;;
label.older-activities; Older Activities; Gamle aktiviteter; {alfresco/site-webscripts/org/alfresco/components/dashlets/my-activities.get.properties}label.older-activities;;;
label.older-activities; Older Activities; Gamle aktiviteter; {alfresco/site-webscripts/org/alfresco/components/dashlets/site-activities.get.properties}label.older-activities;;;
label.oldpassword; Old Password; Gammel adgangskode; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}label.oldpassword;;;
label.oldpassword; Enter Old Password; Indtast gammel adgangskode; {alfresco/site-webscripts/org/alfresco/components/profile/change-password.get.properties}label.oldpassword;;;
label.options; Options; Valgmuligheder; {alfresco/site-webscripts/org/alfresco/components/console/application.get.properties}label.options;;;
label.or; Any criteria is met; Hvilket som helst kriterie bliver opfyldt; {alfresco/site-webscripts/org/alfresco/components/rules/rule-details.get.properties}label.or;;;
label.or; Any criteria is met; Hvilket som helst kriterie bliver opfyldt; {alfresco/site-webscripts/org/alfresco/components/rules/rule-edit.get.properties}label.or;;;
label.outcome; Outcome; Resultat; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-form.get.properties}label.outcome;;;
label.parent; Parent; For\u00e6ldre; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parent;;;
label.parent_path; Parent; For\u00e6ldre; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parent_path;;;
label.parents; Parents; For\u00e6ldre; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents;;;
label.parents-assoc-type; Association Type; Associationstype; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents-assoc-type;;;
label.parents-name; Child Name; Undernode navn; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents-name;;;
label.parents-node-ref; Parent Reference; For\u00e6lder reference; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents-node-ref;;;
label.parents-primary; Primary; Prim\u00e6re; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents-primary;;;
label.parents-type; Parent Type; For\u00e6lder type; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.parents-type;;;
label.partOfNoWorkflows; This document is not part of any workflows.; Dette dokument er ikke del af noget workflow.; {alfresco/site-webscripts/org/alfresco/components/document-details/document-workflows.get.properties}label.partOfNoWorkflows;;;
label.partOfWorkflows; This document is part of the following workflow(s):; Dette dokument er ikke del af noget workflow.; {alfresco/site-webscripts/org/alfresco/components/document-details/document-workflows.get.properties}label.partOfWorkflows;;;
label.password; Password; Adgangskode; {alfresco/messages/slingshot.properties}label.password;;;
label.path; Path; Sti; {alfresco/messages/slingshot.properties}label.path;;;
label.path; Path; Sti; {alfresco/site-webscripts/org/alfresco/components/rules/rules-linked.get.properties}label.path;;;
label.payload; Payload; Overf\u00f8rselsindhold; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}label.payload;;;
label.payload.none; (None); (Ingen); {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}label.payload.none;;;
label.permissions; Permissions; Rettigheder; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.permissions;;;
label.permissions-access; Access; Adgang; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.permissions-access;;;
label.permissions-authority; Authority; Autoritet; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.permissions-authority;;;
label.permissions-permission; Permission; Rettigheder; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.permissions-permission;;;
label.permissions-store-permission; Store Permission; Lagerrettigheder; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.permissions-store-permission;;;
label.photo; Photo; Foto; {alfresco/messages/slingshot.properties}label.photo;;;
label.photoimagesize; Your image will be resized to 64px by 64px.; Dit billede vil blive \u00e6ndret til st\u00f8rrelsen 64 x 64 punkter.; {alfresco/site-webscripts/org/alfresco/components/profile/userprofile.get.properties}label.photoimagesize;;;
label.photonote; Changes to your photo image take effect immediately.; \u00c6ndringer af fotobillede tr\u00e6der i kraft med det samme.; {alfresco/site-webscripts/org/alfresco/components/profile/userprofile.get.properties}label.photonote;;;
label.pooledTask; Pooled task; Poolede opgaver; {alfresco/site-webscripts/org/alfresco/components/workflow/task-list.get.properties}label.pooledTask;;;
label.pooledTask; Pooled task; Poolede opgaver; {alfresco/site-webscripts/org/alfresco/components/dashlets/my-tasks.get.properties}label.pooledTask;;;
label.popularity; Popularity; Popularitet; {alfresco/messages/slingshot.properties}label.popularity;;;
label.postcode; Post Code; Postnummer; {alfresco/messages/slingshot.properties}label.postcode;;;
label.preparingPreviewer; Preparing previewer...; Forbereder forh\u00e5ndsvisning...; {alfresco/site-webscripts/org/alfresco/components/preview/web-preview.get.properties}label.preparingPreviewer;;;
label.priority; {0} Priority; {0} prioritet; {alfresco/messages/slingshot.properties}label.priority;;;
label.priority; Priority; Prioritet; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-form.get.properties}label.priority;;;
label.priorityLevel; {0} Priority; {0} prioritet; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-form.get.properties}label.priorityLevel;;;
label.private; Private; Privat; {alfresco/site-webscripts/org/alfresco/components/my-documentlibraries/my-doclibs.get.properties}label.private;;;
label.private; Private; Privat; {alfresco/site-webscripts/org/alfresco/components/profile/following.get.properties}label.private;;;
label.prompt; Are you sure you want to revert {0} to version {1}?; Er du sikker p\u00e5 at du vil genskabe {0} til version {1}?; {alfresco/site-webscripts/org/alfresco/modules/wiki/revert-wiki-version.get.properties}label.prompt;;;
label.properties; Properties; Egenskaber; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.properties;;;
label.properties; Properties; Egenskaber; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}label.properties;;;
label.properties-name; Name; Navn; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.properties-name;;;
label.properties-residual; Residual; Ikke modeleret; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.properties-residual;;;
label.properties-type; Type; Type; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.properties-type;;;
label.properties-value; Value; V\u00e6rdi; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.properties-value;;;
label.quota; Quota; Kvote; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}label.quota;;;
label.recentTaskOwnersCommentLink; {0}''s comment:; {0}''s kommentarer; {alfresco/site-webscripts/org/alfresco/components/workflow/workflow-form.get.properties}label.recentTaskOwnersCommentLink;;;
label.recentlyAdded; Recently added; Nyligt tilf\u00f8jet; {alfresco/site-webscripts/org/alfresco/components/profile/user-content.get.properties}label.recentlyAdded;;;
label.recentlyModified; Recently modified; Nyligt \u00e6ndret; {alfresco/site-webscripts/org/alfresco/components/profile/user-content.get.properties}label.recentlyModified;;;
label.recurrence; Recurrence; Tilbagevendende; {alfresco/site-webscripts/org/alfresco/components/calendar/info.get.properties}label.recurrence;;;
label.relatedcontent; Related Content; Relateret indhold; {alfresco/site-webscripts/org/alfresco/components/calendar/info.get.properties}label.relatedcontent;;;
label.removegroup; Remove Group; Fjern gruppe; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}label.removegroup;;;
label.repeat; Repeat Every; Gentag hver; {alfresco/site-webscripts/org/alfresco/components/admin/replication-job.get.properties}label.repeat;;;
label.requiredfield; Required Field; P\u00e5kr\u00e6vet felt; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}label.requiredfield;;;
label.requiredfield; Required Field; P\u00e5kr\u00e6vet felt; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}label.requiredfield;;;
label.reset-all; Use Defaults; Brugerdetaljer; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/permissions.get.properties}label.reset-all;;;
label.revert; Revert; Genskab; {alfresco/site-webscripts/org/alfresco/components/document-details/document-versions.get.properties}label.revert;;;
label.schedule; Schedule; Tidsplan; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}label.schedule;;;
label.schedule-job; Schedule job; Tidsplanjob; {alfresco/site-webscripts/org/alfresco/components/admin/replication-job.get.properties}label.schedule-job;;;
label.schedule.details; Start at {0} and repeat every {1}{2}; Start {0} og gentag hvert {1}{2}; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}label.schedule.details;;;
label.schedule.none; (No schedule set); (Ingen tidsplan sat); {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}label.schedule.none;;;
label.scriptRef; If errors occur run script:; Hvis fejl opst\u00e5r, k\u00f8r script:; {alfresco/site-webscripts/org/alfresco/components/rules/rule-edit.get.properties}label.scriptRef;;;
label.search; Filter; Filter; {alfresco/site-webscripts/org/alfresco/components/invite/sent-invites.get.properties}label.search;;;
label.searchTerm; Search Term; S\u00f8geterm; {alfresco/site-webscripts/org/alfresco/modules/search/config-search.get.properties}label.searchTerm;;;
label.select; Select; V\u00e6lg; {alfresco/messages/slingshot.properties}label.select;;;
label.select; Select type...; V\u00e6lg type...; {alfresco/site-webscripts/org/alfresco/modules/documentlibrary/change-type.get.properties}label.select;;;
label.select-store; Select Store:; V\u00e6lg lager:; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}label.select-store;;;
label.selectAll; Select All; V\u00e6lg alle; {alfresco/messages/slingshot.properties}label.selectAll;;;
label.selectAnAction; Select an action; V\u00e6lg en aktion; {alfresco/site-webscripts/org/alfresco/components/rules/config/rule-config-action.get.properties}label.selectAnAction;;;
